V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	target
-0.104	0.172	-0.676	-1.167	0.589	-0.363	-0.193	-0.091	-0.359	0.042	1.655	-0.349	0.594	-1.734	0.954	0.391	-0.398	0.165	0.444	0.557	-0.161	0.443	0.314	0.329	0.8	-0.097	0.398	0.11	-0.457	0.663	0.539	0.145	-0.681	0.419	0.16	0.364	2.121	1.144	0.347
0.704	0.516	-0.189	-1.164	0.55	-0.613	-0.109	-0.078	0.229	0.042	0.567	-0.663	0.563	0.415	-0.335	0.484	-0.512	0.696	0.433	-0.325	-0.222	-0.313	0.314	0.323	-0.183	-0.318	1.276	0.283	-0.457	0.977	-0.527	0.28	-0.794	0.419	0.16	0.364	0.74	-0.624	0.603
-0.541	-0.251	-0.643	-1.2	0.418	-0.023	-0.03	-0.094	-0.001	0.042	1.275	0.412	0.258	-1.246	-0.894	0.672	-0.218	0.696	0.604	0.106	-0.925	0.641	0.51	0.35	-0.185	-0.251	1.071	-0.02	-0.455	0.754	0.017	0.363	0.886	0.419	0.16	0.364	1.217	1.574	-0.478
-0.643	-0.675	-0.688	-1.317	0.651	-0.152	-0.152	-0.094	-0.843	0.042	-0.791	0.042	0.426	-0.771	-0.717	0.719	-0.713	0.43	0.067	0.581	-1.364	0.369	0.396	0.323	-0.186	-0.363	0.791	0.085	-0.461	1.34	-0.492	-0.43	-0.662	0.247	2.185	0.364	-0.595	0.751	-0.367
-0.891	-1.275	-1.21	-1.969	0.489	-0.023	-0.282	-0.124	-1.113	0.042	0.684	0.264	0.314	0.804	-1.308	0.792	-0.815	0.298	0.064	0.152	-1.074	-0.406	0.314	0.325	-1.313	-0.413	1.485	-0.091	-0.46	1.34	-0.544	-0.487	0.037	0.247	2.185	0.364	0.204	1.325	-1.898
-1.67	-2.276	-1.231	-2.34	-0.664	-0.244	-0.354	-0.193	-1.673	0.042	-0.939	-0.23	-0.33	0.678	-1.238	1.156	-0.946	0.165	0.716	-0.114	-1.037	-0.306	0.133	0.33	-1.313	-0.303	1.525	-0.409	-0.459	1.782	-0.433	-0.712	0.51	1.351	1.402	0.364	0.26	1.92	-2.795
-0.572	-0.813	-0.731	-2.298	0.618	0.001	-0.31	-0.216	-0.552	0.042	-1.368	0.519	0.682	0.286	-1.098	1.51	-1.181	-0.366	0.435	-0.27	0.238	0.013	0.133	0.325	0.082	0.023	1.663	-0.054	-0.453	1.967	-0.025	-0.688	-0.117	1.68	1.397	0.364	-1.682	0.998	-1.693
-0.828	-1.29	-0.99	-1.928	0.409	-0.272	-0.324	-0.265	-1.341	0.042	-1.108	-0.221	0.258	0.524	-1.564	1.51	-1.095	-0.366	0.439	0.039	0.049	-0.163	0.314	0.337	0.096	0.113	1.361	-0.127	-0.459	1.815	0.374	-1.001	0.457	0.524	0.263	0.364	-1.297	1.338	-0.887
0.115	0.213	-0.497	-1.792	0.806	-0.171	-0.285	-0.265	0.009	0.042	0.076	0.04	0.704	0.9	-1.272	1.476	-1.236	-0.366	0.445	-0.591	0.824	-0.355	0.314	0.345	0.094	-0.045	1.797	0.157	-0.458	1.739	-0.245	-0.294	-0.112	0.419	0.16	0.364	-0.176	0.659	-0.297
-0.062	-0.301	-0.492	-1.659	0.872	-0.212	-0.197	-0.331	-0.031	0.042	1.02	-0.003	0.633	-0.739	-1.277	1.423	-0.782	-0.012	0.437	-0.086	0.898	0.109	0.314	0.327	0.092	-0.153	1.606	-0.01	-0.458	1.368	-0.023	0.114	0.391	0.419	0.16	0.364	0.831	1.149	-0.539
-0.189	-0.128	-0.382	-1.659	0.852	-0.22	-0.126	-0.348	-0.113	0.042	-0.157	0.011	0.31	0.135	-0.9	1.156	-0.833	0.165	0.442	-0.069	0.993	-0.251	0.133	0.346	0.092	-0.23	1.86	0.197	-0.456	1.097	-0.071	-0.103	0.192	0.419	0.16	0.364	0.451	0.342	-0.325
-0.06	-0.386	-0.645	-1.419	0.898	-0.267	-0.065	-0.353	-0.1	0.042	-0.179	-0.117	0.436	-1.414	-0.779	0.695	-0.645	0.165	0.436	0.061	0.933	0.355	0.133	0.352	0.073	-0.238	1.321	0.061	-0.438	1.043	0.496	0.155	0.068	0.419	0.16	0.364	-0.416	1.117	0.018
0.025	-0.121	-0.344	-1.42	0.756	-0.178	-0.075	-0.363	-0.219	0.042	0.094	0.017	0.507	-0.179	-0.759	0.695	-0.772	0.165	0.439	-0.024	0.657	-0.156	0.133	0.332	0.094	-0.406	1.538	0.196	-0.453	0.659	-0.135	-0.09	-0.391	0.419	0.16	0.364	0.148	-0.128	0.093
-0.248	-0.49	-0.659	-1.388	0.495	0.069	-0.019	-0.363	-0.401	0.042	0.608	0.499	0.223	0.753	-0.808	0.3	-0.556	0.165	0.439	-0.457	0.343	-0.395	0.019	0.345	0.167	-0.388	2.146	0.067	2.975	0.318	-0.421	-0.028	-0.133	0.419	0.16	0.364	0.643	0.838	-0.223
-0.72	-0.738	-0.57	-1.332	0.246	-0.201	0.044	-0.344	-0.668	0.042	0.542	0.079	0.354	-0.45	-0.563	0.24	-0.628	0.165	0.432	0.4	-0.107	0.26	-0.063	0.344	0.796	-0.366	1.254	-0.059	3.508	0.269	0.143	-0.071	0.462	0.419	0.16	0.364	0.473	1.015	-0.447
-0.436	-0.364	-0.646	-1.338	0.125	-0.185	0.005	-0.307	-0.613	0.042	-0.451	-0.034	0.277	0.72	-0.68	-0.06	-0.736	0.165	0.438	0.638	-0.333	-0.369	0.133	0.344	0.796	-0.477	0.698	0.055	1.832	0.03	0.668	-0.411	0.402	0.419	0.16	0.364	-0.173	0.681	0.08
0.226	0.47	-0.186	-1.365	0.134	-0.163	0.089	-0.295	0.298	0.042	-0.103	0.105	0.184	0.261	-0.577	-0.287	-0.509	0.165	0.441	0.448	-0.044	-0.023	0.133	0.343	0.8	-0.427	0.599	0.228	-0.455	-0.018	0.063	-0.101	1.52	0.419	0.16	0.364	-0.247	0.159	0.19
0.115	0.235	-0.332	-1.371	0.277	-0.167	0.117	-0.208	-0.038	0.042	-0.07	0.08	0.312	0.628	-0.515	-0.287	-0.372	0.165	0.432	0.517	-0.089	-0.238	-0.063	0.337	0.8	-0.383	0.616	0.203	-0.456	-0.198	0.024	0.284	0.095	0.419	0.16	0.364	0.059	0.414	0.344
0.427	0.511	-0.042	-1.366	0.353	-0.225	0.222	-0.208	0.435	0.042	0.279	-0.035	0.483	0.17	-0.582	-0.232	-0.272	0.165	0.439	0.461	-0.038	0.074	-0.063	0.342	0.802	-0.228	0.645	0.275	-0.456	-0.115	0.904	0.405	0.496	0.419	0.16	0.364	0.283	0.373	0.273
0.366	0.45	-0.334	-1.255	0.47	-0.225	0.217	-0.089	0.29	0.042	0.089	-0.063	0.392	-0.529	-0.339	-0.175	-0.24	0.165	0.44	0.686	0.043	0.332	-0.063	0.338	0.803	-0.12	0.192	0.323	-0.455	0.05	1.053	0.431	0.531	0.419	0.16	0.364	0.205	0.562	0.211
0.714	0.791	0.29	-1.187	0.426	-0.34	0.24	-0.067	0.633	0.042	-0.327	-0.076	0.48	-0.233	-0.176	0.11	-0.2	0.165	0.437	0.613	0.319	0.296	-0.063	0.344	0.8	-0.01	0.536	0.388	-0.451	0.31	0.636	0.659	0.767	0.419	0.16	0.364	-0.171	-0.608	0.355
0.483	0.402	-0.036	-1.071	0.386	-0.172	0.278	-0.059	0.406	0.042	-0.071	0.15	0.236	0.285	-0.151	0.302	0.08	0.165	0.438	0.295	0.473	-0.025	-0.063	0.339	0.8	0.21	0.685	0.261	-0.457	0.31	1.175	0.556	1.091	0.419	0.16	0.364	0.094	-0.192	0.267
0.805	0.795	0.258	-0.827	0.383	-0.366	0.346	0.001	0.797	0.042	0.124	-0.33	0.395	1.081	-0.106	0.302	0.081	0.165	0.445	-0.052	1.002	-0.514	0.133	0.328	0.8	0.32	1.011	0.414	-0.451	0.224	-0.232	0.643	-0.066	0.419	0.16	0.364	-0.177	-0.225	0.812
0.67	0.572	0.654	-0.39	0.159	-0.132	0.479	0.001	0.89	0.042	0.662	0.435	0.332	1.047	-0.093	0.247	0.457	0.165	0.431	-0.378	0.964	-0.23	0.133	0.338	0.8	0.341	1.859	0.367	-0.455	0.129	-0.516	0.695	0.056	0.419	0.16	0.364	0.629	-0.393	1.08
-0.473	-0.111	-0.285	-0.339	0.087	-0.223	0.527	0.106	-0.047	0.042	1.488	0.052	0.505	0.158	-0.219	0.055	0.259	0.519	0.432	0.235	-0.718	0.198	0.133	0.348	0.8	0.026	1.311	0.087	-0.444	0.121	0.163	0.418	0.546	0.419	0.16	0.364	1.248	1.195	1.173
-0.008	-0.036	-0.293	-1.334	0.325	-0.18	0.479	0.131	0.119	0.042	1.862	0.247	0.226	-1.049	0.04	0.055	-0.096	0.696	0.433	0.003	-1.749	0.767	-0.063	0.347	0.8	-0.533	0.923	0.245	-0.454	0.093	0.126	0.05	1.387	0.419	0.16	0.364	1.61	0.834	1.002
0.139	-0.078	-0.47	-2.291	0.265	-0.072	0.336	0.139	-0.022	0.042	0.907	0.131	0.293	0.94	0.146	0.055	-0.373	0.961	0.447	0.118	-1.379	-0.511	-0.063	0.335	0.8	-0.729	1.472	0.235	-0.455	0.11	-0.265	-0.11	0.761	0.419	0.16	0.364	2.12	0.28	-0.598
0.539	0.549	0.105	-2.526	0.031	-0.167	0.428	0.11	0.665	0.042	-0.754	0.133	0.162	0.7	0.142	0.04	-0.203	0.961	0.434	-0.28	-0.872	-0.208	0.133	0.347	0.801	-0.24	1.805	0.38	-0.455	0.303	-0.103	0.322	-0.005	0.419	0.16	0.364	-0.671	-0.178	-0.187
0.171	0.431	-0.071	-2.476	0.304	-0.118	0.411	0.11	0.329	0.042	-1.006	0.134	0.294	1.261	-0.047	0.037	0.062	0.165	0.434	-0.516	0.351	-0.499	0.133	0.341	0.801	0.406	2.297	0.24	-0.453	0.015	-0.01	0.574	0.048	0.419	0.16	0.364	-0.648	0.603	-1.087
0.194	0.26	-0.077	-1.875	0.564	-0.21	0.406	0.132	0.339	0.042	-1.537	0.036	0.294	0.551	0.108	-0.175	0.03	0.165	0.433	-0.481	1.037	-0.078	0.133	0.345	0.801	0.838	2.002	0.266	-0.453	0.039	-0.027	0.683	0.215	0.419	0.16	0.364	-2.027	0.595	-0.399
0.341	0.619	0.117	-1.332	0.696	0.049	0.424	0.139	0.512	0.042	0.144	0.472	0.338	0.662	0.13	-0.175	0.047	0.165	0.431	-0.448	1.463	-0.194	0.133	0.334	0.8	0.773	1.913	0.352	-0.456	0.144	0.244	0.683	1.039	0.419	0.16	0.364	-0.47	-0.178	0.618
0.605	0.759	0.142	-0.674	0.452	0.022	0.492	0.141	0.75	0.042	1.312	0.362	0.378	0.434	-0.069	-0.145	0.167	0.43	0.438	-0.349	1.759	-0.178	0.133	0.349	0.8	0.502	1.746	0.403	-0.457	0.168	0.501	0.815	0.987	0.419	0.16	0.364	1.374	0.174	0.781
0.408	0.585	0.226	-0.349	0.248	-0.076	0.49	0.206	0.581	0.042	1.118	0.03	0.168	1.238	0.301	-0.251	0.167	0.43	0.439	-0.437	1.521	-0.708	0.133	0.333	0.8	0.289	1.968	0.359	-0.45	0.083	-0.085	0.922	0.114	0.419	0.16	0.364	1.16	-0.07	0.516
-0.189	-0.271	0.015	-0.483	0.004	-0.162	0.553	0.206	-0.136	0.042	0.899	0.19	0.38	0.916	0.462	-0.272	0.26	0.696	0.445	-0.77	0.984	-0.311	0.133	0.337	0.8	0.221	2.458	0.22	-0.454	-0.253	-0.21	0.48	-0.047	0.419	0.16	0.364	0.866	0.495	0.109
0.346	0.396	0.212	-0.477	0.38	-0.111	0.598	0.239	0.79	0.042	1.8	0.452	0.314	0.328	0.396	-0.545	0.24	0.696	0.442	-0.913	0.826	0.098	0.133	0.345	0.937	0.218	2.346	0.376	1.615	-0.308	-0.252	0.778	0.798	0.419	0.16	0.364	1.285	0.44	0.613
-0.384	0.075	-0.178	-0.522	0.452	-0.224	0.549	0.259	-0.219	0.042	0.447	-0.027	0.636	0.66	0.424	-0.545	0.099	0.696	0.443	0.011	0.429	-0.222	0.314	0.33	0.942	0.144	1.738	0.307	2.951	-0.248	0.364	0.508	0.441	0.419	0.16	0.364	0.871	0.421	0.167
-0.049	0.29	-0.134	-0.68	0.207	0.091	0.549	0.266	0.595	-3.192	0.638	0.751	0.112	0.264	0.153	-0.551	0.167	0.43	-3.573	-0.338	0.328	0.275	0.314	-5.534	0.941	0.128	1.709	0.263	-0.452	-0.076	-4.493	0.713	-4.048	0.419	0.16	0.364	-0.112	1.258	0.567
-1.605	-2.251	-0.1	-1.045	-0.814	-0.329	0.109	0.274	-1.666	0.616	-1.01	-0.264	-0.934	0.413	0.31	-0.425	-0.536	0.43	0.444	0.584	-1.838	-0.179	0.314	0.334	0.939	-0.099	0.713	-0.246	-0.443	0.135	0.349	-0.455	0.305	0.419	0.16	0.364	0.228	0.221	-1.422
0.102	0.053	-0.056	-1.498	0.07	-0.051	0.044	0.274	0.051	0.616	-1.264	0.136	-0.074	1.119	0.426	0.075	-0.569	-0.277	0.429	0.428	-1.438	-0.68	0.209	0.33	0.941	-0.155	0.803	0.344	-0.447	0.496	0.112	-0.474	0.278	0.419	0.16	0.364	-1.365	-0.456	-0.428
0.468	0.73	-0.1	-1.795	0.108	-0.149	0.159	0.147	0.597	0.042	-0.289	0.014	0.018	-0.929	0.483	0.121	-0.069	0.165	0.441	0.876	-0.302	0.599	0.133	0.338	0.939	0.177	0.085	0.338	-0.449	0.282	1.587	0.227	1.721	0.419	0.16	0.364	-0.747	0.807	-0.146
0.708	0.556	0.084	-1.754	0.396	-0.212	0.122	0.161	0.646	0.042	-0.679	-0.026	0.382	-0.027	0.606	0.315	-0.223	0.165	0.806	0.768	0.167	0.034	0.314	0.33	0.945	0.273	0.368	0.337	-0.447	0.366	2.215	0.393	1.172	0.763	0.554	0.364	-0.508	-0.562	0.287
0.837	0.903	-0.188	-1.505	0.473	-0.037	0.153	0.165	0.812	0.042	0.257	0.362	0.206	-0.363	0.809	0.452	0.036	0.165	-0.256	0.619	0.381	0.246	0.314	0.292	0.941	0.257	0.643	0.383	-0.441	0.427	1.306	0.42	0.789	-1.158	-1.387	0.364	-0.169	0.622	0.914
0.829	0.92	0.055	-1.402	0.492	-0.174	0.131	0.187	0.793	0.042	0.591	0.103	0.6	-0.472	0.486	0.452	0.0	0.165	0.434	0.627	0.196	0.339	0.314	0.28	0.941	-0.001	0.528	0.417	0.718	0.445	1.587	0.69	1.678	-0.212	-0.459	0.364	0.627	0.007	0.662
1.002	0.865	0.049	-1.245	0.803	-0.456	0.156	0.187	1.032	0.042	-0.058	-0.656	0.422	-0.036	0.397	0.581	0.045	0.165	0.713	0.506	0.379	-0.083	0.429	0.294	0.943	-0.069	0.692	0.482	1.48	0.772	1.509	0.818	0.818	0.319	-0.252	0.364	-0.227	0.081	0.762
0.719	0.7	-0.143	-1.242	0.729	-0.0	0.147	0.195	0.798	0.042	0.193	0.163	0.636	0.132	0.277	0.581	0.131	0.165	-0.483	0.75	0.402	-0.175	0.51	0.8	0.943	0.061	0.728	0.333	1.488	0.841	0.237	0.849	0.389	-1.932	-2.315	1.017	-0.047	0.902	0.389
0.943	0.887	0.458	-1.168	0.585	-0.309	0.174	0.184	1.037	0.042	-0.33	-0.373	0.857	0.479	0.317	0.775	0.028	0.43	-0.564	0.283	0.463	-0.392	0.314	0.246	0.941	0.091	0.638	0.46	1.492	1.013	-0.38	0.818	0.876	0.419	0.835	1.017	-0.251	-0.731	0.872
0.961	0.78	0.665	-1.112	0.321	0.348	0.323	0.18	0.934	0.042	0.029	0.815	0.397	1.387	0.574	0.83	0.481	0.43	-0.576	0.309	0.649	-1.021	0.314	0.281	0.944	0.239	1.11	0.445	1.487	0.969	-0.538	0.68	-0.317	-0.002	0.507	0.691	-0.112	-0.597	1.261
0.447	0.274	0.458	-0.773	0.509	-0.315	0.477	0.266	0.438	0.042	0.462	-0.245	0.299	0.988	0.701	0.83	0.617	0.696	1.443	-0.175	0.33	-0.47	0.314	0.329	0.94	0.286	1.484	0.325	1.489	0.364	-0.367	0.612	-0.293	0.419	1.28	0.364	0.653	0.098	0.739
0.245	0.35	0.17	-1.086	0.685	-0.183	0.549	0.266	0.456	0.042	0.335	-0.134	0.427	0.228	0.752	0.403	0.504	0.696	1.446	0.758	-0.017	-0.207	0.314	0.343	0.939	0.202	0.652	0.277	1.489	0.273	0.61	0.576	0.303	0.419	1.116	0.364	0.474	0.43	0.43
0.742	0.738	0.758	-0.911	0.375	-0.253	0.588	0.345	0.878	0.042	-0.211	-0.08	0.384	-0.016	0.619	0.371	0.341	0.696	-0.15	0.492	-0.017	0.03	0.314	0.328	0.938	0.155	0.474	0.427	1.486	0.398	1.005	0.634	0.519	1.68	0.835	0.364	-0.179	-0.755	0.767
0.726	0.798	0.234	-0.666	0.373	-0.334	0.587	0.351	0.703	0.042	0.106	-0.305	0.472	-0.09	0.78	0.36	0.395	0.696	0.375	0.514	0.173	0.067	0.314	0.298	0.938	0.252	0.619	0.386	1.485	0.398	0.773	0.658	1.173	-0.575	-0.637	0.364	-0.045	0.49	0.771
0.762	0.451	1.629	-0.659	0.315	0.05	0.575	0.353	0.601	0.042	-0.574	0.479	0.379	0.329	0.874	0.369	0.339	0.696	0.532	0.654	0.182	-0.173	0.314	0.331	0.237	0.297	0.832	0.273	1.486	0.347	-0.135	0.693	-0.071	-0.785	-0.74	0.364	-0.421	-1.374	1.037
0.586	0.595	0.628	-0.763	0.176	-0.194	0.587	0.353	0.598	0.042	0.577	0.027	0.324	-0.611	0.785	0.224	0.479	0.696	0.076	0.422	0.214	0.463	0.51	0.331	0.234	0.332	0.736	0.369	1.485	0.066	-0.134	0.503	-0.024	0.013	0.024	0.364	0.443	0.35	0.719
0.845	0.775	0.153	-0.686	0.86	-0.352	0.468	0.353	0.837	0.042	-0.136	-0.275	0.567	0.44	0.817	0.154	0.29	0.696	-0.045	-0.021	0.209	-0.143	0.396	0.344	0.236	0.195	1.245	0.479	1.482	0.122	-0.612	0.513	-0.349	0.438	0.554	0.364	-0.073	0.31	0.829
0.632	1.084	0.237	-0.641	0.922	-0.244	0.504	0.345	1.198	0.042	0.029	-0.028	0.762	-0.453	0.946	0.154	0.325	0.696	1.44	0.413	0.28	0.396	0.314	0.346	-0.185	0.134	0.797	0.439	1.48	0.797	0.277	1.043	-0.261	1.107	0.835	0.364	-0.168	0.461	0.888
0.741	0.89	0.54	-0.622	0.946	-0.491	0.49	0.355	0.807	0.042	-0.218	-0.525	0.732	-0.525	0.807	0.682	0.257	0.696	1.442	0.792	0.271	0.312	0.314	0.329	-0.61	0.084	0.378	0.44	1.48	1.272	1.882	0.988	0.171	1.107	0.835	0.364	-0.269	-0.252	0.989
0.723	0.748	-0.036	-0.497	0.844	-0.174	0.368	0.358	0.61	0.042	0.238	-0.42	0.616	0.716	0.746	0.839	0.207	0.696	1.095	1.126	0.148	-0.633	0.314	0.309	-0.61	0.029	0.055	0.36	1.482	1.272	1.213	0.981	0.462	2.154	1.51	0.364	0.446	0.509	0.65
0.673	0.409	0.228	-0.423	0.668	0.088	0.338	0.301	0.667	0.042	-0.196	0.657	0.726	-0.149	0.901	0.996	0.211	0.696	-0.778	1.02	0.006	0.216	0.133	0.347	-0.614	0.006	-0.17	0.364	1.481	1.116	-0.59	0.981	-0.901	-2.735	-3.294	-1.596	-0.023	0.311	0.744
-0.469	-0.511	-0.331	-0.464	-0.119	-0.565	0.188	0.301	-0.57	0.042	-0.634	-0.764	-0.062	0.227	1.094	0.987	-0.171	0.696	1.444	1.276	-0.727	-0.181	0.133	0.325	-0.611	-0.084	-0.777	0.239	1.48	0.948	1.279	0.09	1.017	0.734	-0.459	-1.596	0.253	0.486	0.02
0.849	0.685	0.399	-0.393	0.614	-0.755	0.21	0.248	0.898	0.042	-0.236	-1.402	0.782	0.908	1.004	1.001	-0.028	0.696	1.44	1.009	-0.484	-0.712	0.133	0.321	-1.315	-0.145	-0.785	0.449	1.484	0.98	0.776	0.384	1.169	1.05	-0.201	0.364	-0.665	-0.699	1.217
1.033	0.773	0.347	-0.356	0.579	-0.32	0.298	0.263	0.846	0.042	0.913	-0.244	0.868	0.375	1.05	1.163	0.361	0.696	1.441	1.716	-0.136	-0.305	0.133	0.337	-1.222	-0.063	-0.997	0.415	-0.458	1.003	0.915	0.545	0.311	1.68	0.676	0.364	0.645	-0.086	1.082
0.907	0.663	0.18	-0.218	0.643	-0.341	0.282	0.268	0.576	0.042	1.299	-0.248	0.686	-0.287	0.871	0.866	0.285	0.696	-1.058	1.352	-0.138	0.101	0.133	-0.438	0.237	-0.05	-1.222	0.382	-0.462	0.649	-0.151	0.656	0.068	4.204	3.872	-0.072	1.629	-0.185	0.754
0.441	0.337	0.117	-0.131	0.247	0.014	0.288	0.272	0.349	0.042	1.355	0.372	0.489	-0.177	0.836	0.866	0.273	0.961	-3.573	1.236	-0.415	0.143	0.133	-0.21	0.237	0.034	-0.733	0.233	-0.464	0.539	-4.494	0.584	-4.047	-1.76	-2.258	-0.646	0.921	0.663	0.725
-0.362	-0.494	-0.651	-0.199	-0.337	0.048	0.096	0.272	-0.588	0.042	0.793	0.181	0.008	0.657	0.665	0.73	-0.003	0.961	0.513	1.326	-0.816	-0.518	0.133	-0.194	0.237	-0.036	-0.658	-0.032	-0.459	0.539	-0.269	0.141	-0.672	1.68	-1.696	-0.473	0.984	1.319	-0.518
0.264	0.554	-0.278	-0.203	0.428	-0.224	0.011	0.167	0.346	0.042	-0.28	0.003	0.563	-0.234	0.542	0.736	-0.19	0.961	0.523	0.916	-0.478	0.195	0.133	-0.194	-0.322	-0.037	-0.559	0.22	-0.462	0.763	0.469	0.177	0.449	-0.155	-0.74	-0.349	-0.422	0.715	0.231
0.543	0.165	0.001	-0.192	0.558	-0.55	0.033	0.101	0.223	0.042	-0.769	-0.735	0.606	0.461	0.302	0.804	-0.295	0.43	2.676	0.996	-0.303	-0.358	0.314	-0.204	-0.324	-0.06	-0.538	0.321	-0.461	0.876	0.517	0.048	-0.784	-0.155	-0.74	-0.349	-0.876	-0.804	0.587
0.724	0.47	0.239	-0.12	0.019	-0.07	0.179	0.079	0.533	0.042	0.745	0.282	0.463	-0.457	0.204	0.739	0.085	0.43	0.531	1.434	-0.043	0.213	0.314	-0.202	-0.323	0.055	-0.46	0.329	-0.462	0.876	1.184	0.283	0.542	-1.832	-1.668	-0.349	0.046	-0.353	0.71
0.214	0.116	0.251	-0.12	-0.348	0.115	0.175	0.114	-0.154	0.042	0.868	0.536	0.096	0.288	0.041	0.739	0.076	0.696	0.839	1.088	-0.248	-0.277	0.314	-0.222	0.235	0.151	-0.08	0.255	-0.458	0.186	-0.717	0.169	-0.897	-2.047	-1.977	-0.349	1.124	-0.394	0.444
0.349	0.469	0.289	-0.203	0.194	-0.307	0.206	0.114	0.255	0.042	0.427	0.011	0.278	0.464	0.241	0.076	0.076	0.696	0.792	0.743	-0.093	-0.296	0.209	-0.208	0.35	0.232	0.309	0.289	-0.459	-0.081	-0.505	0.4	-0.619	-0.155	0.835	-0.349	0.523	-0.462	0.572
-0.695	-1.157	-0.603	-0.317	-0.108	0.189	0.146	0.136	-0.913	0.042	0.276	0.537	-0.314	0.014	0.427	-0.157	0.075	0.696	0.441	1.004	-0.916	-0.135	0.133	-0.229	0.516	0.195	0.008	-0.029	-0.456	-0.086	-0.11	-0.076	0.252	2.574	2.19	-0.349	1.194	1.178	-0.583
0.202	0.143	0.015	-0.399	-0.091	-0.304	0.157	0.098	-0.044	0.042	-0.906	-0.331	0.22	0.105	0.363	-0.125	-0.353	0.696	0.442	0.71	-0.768	-0.223	0.314	-0.2	0.514	0.118	-0.025	0.275	-0.461	0.066	0.752	-0.153	-0.099	2.311	2.072	-0.349	-0.878	-0.707	0.351
0.649	0.654	0.077	-0.413	0.133	0.008	0.222	0.086	0.555	0.042	-0.199	0.349	-0.029	0.279	0.291	-0.081	0.019	0.696	0.441	0.61	-0.119	-0.315	0.314	-0.216	0.625	0.204	0.285	0.37	-0.455	0.066	0.309	0.15	-0.255	0.419	0.273	-0.349	-0.387	-0.661	0.45
0.689	0.653	0.459	-0.308	-0.105	-0.493	0.324	0.116	0.749	0.042	0.387	-0.607	-0.035	0.537	0.555	-0.207	0.249	0.696	0.44	0.652	0.042	-0.482	0.133	-0.22	0.938	0.369	0.469	0.413	-0.461	-0.219	0.314	0.366	-0.17	0.419	0.273	-0.349	0.404	-0.651	0.65
0.49	0.723	0.154	-0.236	-0.142	0.013	0.4	0.116	0.702	0.042	1.122	0.523	-0.123	-0.031	0.522	-0.207	0.43	0.696	-0.574	0.144	0.204	-0.029	0.239	-0.222	0.938	0.501	0.643	0.35	-0.461	-0.352	0.194	0.506	-0.021	-0.107	-0.74	-0.349	1.018	0.186	0.567
0.402	0.528	0.923	-0.291	-0.295	-0.06	0.454	0.195	0.378	0.042	0.869	0.475	-0.22	0.013	0.415	-0.406	0.336	0.696	1.437	0.188	0.154	0.033	0.314	-0.217	0.938	0.518	0.768	0.301	-0.46	-0.43	0.215	0.61	0.059	0.39	-0.402	-0.349	0.743	-1.159	0.681
0.743	0.62	0.652	-0.291	0.207	-0.115	0.498	0.241	0.753	0.042	0.708	0.327	-0.177	-0.273	0.47	-0.517	0.375	0.961	0.07	0.292	0.103	0.197	0.314	-0.239	0.938	0.584	0.942	0.457	0.513	-0.474	0.276	0.519	0.846	0.08	-0.402	-0.349	0.732	-0.508	0.585
0.536	0.707	0.091	-0.321	1.052	0.05	0.394	0.257	0.745	0.042	0.521	0.624	0.338	-0.764	0.81	-0.671	0.422	0.961	0.433	0.726	0.238	0.431	0.314	0.304	0.938	0.573	0.75	0.395	1.487	-0.438	1.4	0.81	0.272	-1.416	-2.315	0.008	0.598	0.544	0.385
0.546	1.278	-0.212	-0.321	0.793	0.077	0.209	0.244	0.639	0.042	0.775	0.697	0.955	-1.398	0.859	-0.521	0.422	0.696	-3.266	0.773	0.402	0.722	0.314	-1.018	0.938	0.36	0.542	0.451	1.489	-0.266	-2.801	0.837	-2.646	-1.321	-2.212	0.008	0.494	0.787	0.57
0.672	0.839	0.339	-0.234	0.863	-0.051	0.071	0.244	0.53	0.042	-0.021	0.27	0.985	0.241	0.904	0.013	-0.066	0.696	0.44	0.262	0.435	-0.295	0.094	0.275	0.233	0.098	1.044	0.369	1.488	0.794	0.496	1.119	-0.072	-0.47	-0.716	0.364	0.41	-0.74	0.564
0.881	0.723	0.464	-0.225	0.425	-0.09	0.143	0.169	0.907	0.042	0.518	0.225	0.819	-0.19	0.875	0.39	0.179	0.696	0.347	0.241	0.505	0.025	-0.063	0.277	0.237	0.178	0.994	0.463	1.488	0.831	0.017	0.914	-0.411	-0.785	0.015	0.364	0.156	-0.281	0.926
1.025	0.918	0.727	-0.033	0.467	0.071	0.219	0.18	0.991	0.042	0.557	0.422	0.383	0.965	0.85	0.39	0.36	0.696	0.421	0.138	0.54	-0.866	0.314	0.329	0.8	0.351	0.646	0.501	1.484	0.588	0.002	0.914	-0.386	-0.843	-1.077	0.364	0.586	-0.857	0.968
0.869	0.671	1.206	0.136	-0.023	-0.223	0.369	0.184	0.842	0.042	0.762	-0.06	0.08	0.841	0.859	0.374	0.36	0.696	1.44	0.672	0.719	-0.664	0.314	0.327	0.8	0.51	0.488	0.439	1.484	0.291	0.615	0.936	0.035	0.892	0.151	0.364	0.708	-1.394	1.203
